[2026-02-08 15:14:24] [ERROR]: Auth failed: Not authorized, user not found
[2026-02-09 22:24:54] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-09 22:24:54] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-09 22:24:54] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-09 22:24:54] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-11 11:27:19] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:02:35] [ERROR]: Error fetching weather for
[2026-02-17 11:04:09] [ERROR]: ❌ Failed to send email to dinnynavis@gmail.com: queryA ETIMEOUT smtp.gmail.com
[2026-02-17 11:05:34] [ERROR]: ❌ Failed to send email to sakthijawahar2005@gmail.com: queryA ETIMEOUT smtp.gmail.com
[2026-02-17 11:05:55] [ERROR]: Error fetching weather for
[2026-02-17 11:07:13] [ERROR]: ❌ Failed to send email to dinnynavis@gmail.com: read ECONNRESET
[2026-02-17 11:07:52] [ERROR]: ❌ Failed to submit quotation: connect ETIMEDOUT 192.178.211.108:465
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:17] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:12:24] [ERROR]: ❌ Failed to approve quotation: Client network socket disconnected before secure TLS connection was established
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:13:35] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:14:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:14:35] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:15:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:15:35] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:16:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:16:35] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:17:05] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:17:35] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:18:07] [ERROR]: ❌ Error: Not authorized, no token
[2026-02-17 11:19:04] [ERROR]: ❌ Error: Not authorized, no token
